"uri","answering body","answer > is ministerial correction","answer > date of answer","answer > answer text","answer > answering member constituency","answer > answering member printed","answer > grouped question UIN","answer > question first answered","answer > uri","answer > answering member","answer > answering member > uri","answer > uri","answer > attachment > file name","answer > attachment > title","answer > uri","answer > previous answer version > answering member constituency","answer > previous answer version > answering member printed","answer > previous answer version > uri","answer > previous answer version > answering member > label","answering dept id","answering dept short name","answering dept sort name","date","hansard heading","house id","legislature > pref label","question text","registered interest","tabling member","tabling member > uri","tabling member constituency","tabling member printed","uin"
"http://data.parliament.uk/resources/1721498","Department for Environment, Food and Rural Affairs","false","2024-07-23","<p>The Agriculture and Horticulture Development Board (AHDB) is a Non-Departmental Public Body and is funded through a statutory industry levy collected from farmers, growers and processors. AHDB delivers its work through sector plans that are formed through consultation with its levy payers. From 1 April 2024 levy rates have been raised by up to 25%, increasing AHDV’s annual budget by up to £10 million and boosting the level of support to the farming industry.</p><p> </p><p>Levy payers greatly value AHDB’s independence and industry focus. This independence stems from the fact that AHDB does not receive direct funding from Defra. Defra officials continue to work closely with AHDB to ensure it is meeting its statutory obligations. There are ongoing discussions regarding opportunities for Defra and AHDB to co-fund mutually beneficial projects through a specific partnership arrangement.</p><p> </p><p>The Agricultural Development Advisory Service (ADAS) is a privately owned agricultural and environmental consultancy and research business. It has access to Government funding through tendering on a commercial basis for Defra research and consultancy contracts – a recent example being ADAS securing the contract for the Countryside Stewardship Scheme monitoring programme.</p>","Cambridge","Daniel Zeichner",,"2024-07-23T16:43:02.917Z","http://data.parliament.uk/resources/1721498/answer","Biography information for Daniel Zeichner","http://data.parliament.uk/members/4382","http://data.parliament.uk/resources/1721498/answer",,,"http://data.parliament.uk/resources/1721498/answer",,,,,"13","Environment, Food and Rural Affairs","Environment, Food and Rural Affairs","2024-07-17","Agriculture Horticulture Development Board and Agriculture Development and Research Service","1","House of Commons","To ask the Secretary of State for Environment, Food and Rural Affairs, if he will hold discussions with representatives of the (a) Agriculture Horticulture Development Board and (b) Agriculture Development and Research Service on the potential merits of providing Government funding to those bodies.","false","Biography information for Sarah Dyke","http://data.parliament.uk/members/4995","Glastonbury and Somerton","Sarah Dyke","213"
"http://data.parliament.uk/resources/1721499","Department of Health and Social Care","false","2024-07-23","<p>Data provided by NHS England Digital shows that in May 2014, the earliest year from which data is available, there were 18 open general practices (GPs) in the Birmingham Northfield constituency, and as of May 2024 there are 15 open GPs in the constituency. The data only includes main practices, and does not include branch practices.</p><p>GPs close for a variety of reasons, including mergers or retirement, so this does not necessarily indicate a reduction in the quality of care. When a GP does close, patients are informed of the closure and advised to register at another local practice of their choice, within their area.</p>","Aberafan Maesteg","Stephen Kinnock",,"2024-07-23T16:48:00.293Z","http://data.parliament.uk/resources/1721499/answer","Biography information for Stephen Kinnock","http://data.parliament.uk/members/4359","http://data.parliament.uk/resources/1721499/answer",,,"http://data.parliament.uk/resources/1721499/answer",,,,,"17","Health and Social Care","Health and Social Care","2024-07-17","General Practitioners: Birmingham Northfield","1","House of Commons","To ask the Secretary of State for Health and Social Care, what recent estimate his Department has made of the number of open GP practices (a) on the most recent date for which figures are held and (b) in 2010 in Birmingham Northfield constituency.","false","5234","http://data.parliament.uk/members/5234","Birmingham Northfield","Laurence Turner","214"
"http://data.parliament.uk/resources/1721501","Ministry of Housing, Communities and Local Government","false","2024-07-22","<p>In line with the practice of successive administrations, detailed minutes of ministerial meetings - even those that are declared publicly - are not normally disclosed.</p><p>The first formal report from Birmingham City Council Commissioners, which was submitted to the former Secretary of State on 26 April this year, will be published on gov.uk as soon as practicable. That report was submitted six months after the start of the intervention, in line with the expectations placed on Commissioners on their appointment. I have met the Leader of Birmingham City Council and I am due to meet with the Commissioners this week. I would be happy to meet with all MPs whose constituencies are within the area of the Council.</p><p>The department and former Ministers were notified of the decision by the then Section 151 Officer at Birmingham City Council to issue a Section 114 report on 5 September 2023, the day it was made and published by the Council. The Council has provided the Department with their estimate of the equal pay liability, including as part of their request for additional financial support in February 2024. That estimate is £867 million. In line with the Public Sector Equality Duty, an equalities analysis was carried out in relation to requests from councils for additional flexibility to increase council tax for 2025/26.</p>","Oldham West, Chadderton and Royton","Jim McMahon","217 ; 292 ; 293 ; 365","2024-07-22T19:53:34.76Z","http://data.parliament.uk/resources/1721501/answer","Biography information for Jim McMahon","http://data.parliament.uk/members/4569","http://data.parliament.uk/resources/1721501/answer",,,"http://data.parliament.uk/resources/1721501/answer",,,,,"7","Housing, Communities and Local Government","Housing, Communities and Local Government","2024-07-17","Birmingham City Council: Insolvency","1","House of Commons","To ask the Secretary of State for Housing, Communities and Local Government, with reference to the notice issued by Birmingham City Council on 05 September 2023 under Section 114(3) of the Local Government Finance Act 1988, on what date (a) Ministers and (b) officials in her Department were first informed that this notice would be issued.","true","5234","http://data.parliament.uk/members/5234","Birmingham Northfield","Laurence Turner","216"
"http://data.parliament.uk/resources/1721502","Ministry of Housing, Communities and Local Government","false","2024-07-22","<p>In line with the practice of successive administrations, detailed minutes of ministerial meetings - even those that are declared publicly - are not normally disclosed.</p><p>The first formal report from Birmingham City Council Commissioners, which was submitted to the former Secretary of State on 26 April this year, will be published on gov.uk as soon as practicable. That report was submitted six months after the start of the intervention, in line with the expectations placed on Commissioners on their appointment. I have met the Leader of Birmingham City Council and I am due to meet with the Commissioners this week. I would be happy to meet with all MPs whose constituencies are within the area of the Council.</p><p>The department and former Ministers were notified of the decision by the then Section 151 Officer at Birmingham City Council to issue a Section 114 report on 5 September 2023, the day it was made and published by the Council. The Council has provided the Department with their estimate of the equal pay liability, including as part of their request for additional financial support in February 2024. That estimate is £867 million. In line with the Public Sector Equality Duty, an equalities analysis was carried out in relation to requests from councils for additional flexibility to increase council tax for 2025/26.</p>","Oldham West, Chadderton and Royton","Jim McMahon","216 ; 292 ; 293 ; 365","2024-07-22T19:53:34.823Z","http://data.parliament.uk/resources/1721502/answer","Biography information for Jim McMahon","http://data.parliament.uk/members/4569","http://data.parliament.uk/resources/1721502/answer",,,"http://data.parliament.uk/resources/1721502/answer",,,,,"7","Housing, Communities and Local Government","Housing, Communities and Local Government","2024-07-17","Birmingham City Council: Insolvency","1","House of Commons","To ask the Secretary of State for Housing, Communities and Local Government, whether her Department has made a recent estimate of the value of the equal pay liability at Birmingham City Council.","true","5234","http://data.parliament.uk/members/5234","Birmingham Northfield","Laurence Turner","217"
"http://data.parliament.uk/resources/1721503","Department for Energy Security and Net Zero","false","2024-07-23","<p>The Written Ministerial Statement made in May by the previous government did not change the policy on this matter that is set out in the relevant parts of the National Policy Statement (NPS) for Renewable Energy and the National Planning Policy Framework (NPPF). It quoted extracts from that NPS and the NPPF. Decisions on solar that is Nationally Significant Infrastructure will be guided by the NPS in full, noting there are transitional provisions in place as the NPS was only designated this January. The NPPF will continue to be a material consideration for Local Authority planning decisions on solar.</p>","Rutherglen","Michael Shanks",,"2024-07-23T15:53:00.803Z","http://data.parliament.uk/resources/1721503/answer","Biography information for Michael Shanks","http://data.parliament.uk/members/4998","http://data.parliament.uk/resources/1721503/answer",,,"http://data.parliament.uk/resources/1721503/answer",,,,,"215","Energy Security and Net Zero","Energy Security and Net Zero","2024-07-17","Solar Power: Land Use","1","House of Commons","To ask the Secretary of State for Energy Security and Net Zero, with reference to the Written Statement on Solar and protecting our Food Security and Best and Most Versatile (BMV) Land, published on 15 May 2024, HCWS466, whether it is his policy to retain the guidelines set out in that statement.","false","Biography information for Alicia Kearns","http://data.parliament.uk/members/4805","Rutland and Stamford","Alicia Kearns","218"
"http://data.parliament.uk/resources/1721504","Department for Education","false","2024-07-22","<p>The full-time equivalent (FTE) of support staff has increased each year since the 2019/20 academic year, to 510,400 in 2023/24, and has now passed the previous peak of 2015/16. This is an increase of 4,800 (0.9%) since last year. This increase is mainly due to the addition of 2,400 in other support staff.</p><p>Support staff are categorised into posts of teaching assistants, administrative staff, auxiliary staff, technicians and other supporting staff, plus two new posts of school business professional and leadership non-teacher reported for the first time in 2023/24.</p><p>School business professionals include roles such as bursar, business manager, finance officer, office manager, premises manager or ICT network manager.</p><p>Data relating to the FTE of all support staff can be found here: <a href="https://explore-education-statistics.service.gov.uk/data-tables/permalink/7b0a17e8-b3ff-403e-687f-08dca70c1109" target="_blank">https://explore-education-statistics.service.gov.uk/data-tables/permalink/7b0a17e8-b3ff-403e-687f-08dca70c1109</a>.</p><p>Equivalent data relating to Birmingham’s parliamentary constituencies can be found here: <a href="https://explore-education-statistics.service.gov.uk/data-tables/permalink/0fb9acee-35f2-4607-fac3-08dca70cb6e4" target="_blank">https://explore-education-statistics.service.gov.uk/data-tables/permalink/0fb9acee-35f2-4607-fac3-08dca70cb6e4</a>.</p><p>School support staff play a vital role in children’s education and development. The department values and recognises the professionalism of the entire school workforce and will address recruitment and retention challenges by reinstating the School Support Staff Negotiating Body.</p><p>This body will be tasked with establishing a national terms and conditions handbook, training and progression routes, ensuring that schools can recruit and retain the staff needed to deliver high quality, inclusive education.</p>","Newcastle upon Tyne North","Catherine McKinnell",,"2024-07-22T15:58:11.86Z","http://data.parliament.uk/resources/1721504/answer","Biography information for Catherine McKinnell","http://data.parliament.uk/members/4125","http://data.parliament.uk/resources/1721504/answer",,,"http://data.parliament.uk/resources/1721504/answer",,,,,"60","Education","Education","2024-07-17","Non-teaching Staff","1","House of Commons","To ask the Secretary of State for Education, if she will make an assessment of trends in (a) recruitment and (b) retention of school support staff in (i) Birmingham and (ii) England in the last five years.","false","5234","http://data.parliament.uk/members/5234","Birmingham Northfield","Laurence Turner","219"
"http://data.parliament.uk/resources/1721508","Department for Transport","false","2024-07-23","<p>National Highways has completed a number of safety improvements to the A1 near Stamford in recent years, such as resurfacing, associated road markings, and improved lighting and signage. National Highways will undertake further work south of Grantham commencing this autumn.</p><p><strong> </strong></p>","Nottingham South","Lilian Greenwood",,"2024-07-23T15:03:40.63Z","http://data.parliament.uk/resources/1721508/answer","Biography information for Lilian Greenwood","http://data.parliament.uk/members/4029","http://data.parliament.uk/resources/1721508/answer",,,"http://data.parliament.uk/resources/1721508/answer",,,,,"27","Transport","Transport","2024-07-17","A1","1","House of Commons","To ask the Secretary of State for Transport, what steps her Department is taking to help improve safety on the A1.","false","Biography information for Alicia Kearns","http://data.parliament.uk/members/4805","Rutland and Stamford","Alicia Kearns","223"
"http://data.parliament.uk/resources/1721510","Department of Health and Social Care","false","2024-07-23","<p>People across the country are not getting the mental health support they need, which is why the Government will fix the broken system to ensure we give mental health the same attention and focus as physical health. This should help people in rural areas, including farmers, to be confident in accessing high quality mental health support when they need it.</p>","Aberafan Maesteg","Stephen Kinnock",,"2024-07-23T16:57:11.727Z","http://data.parliament.uk/resources/1721510/answer","Biography information for Stephen Kinnock","http://data.parliament.uk/members/4359","http://data.parliament.uk/resources/1721510/answer",,,"http://data.parliament.uk/resources/1721510/answer",,,,,"17","Health and Social Care","Health and Social Care","2024-07-17","Farmers: Mental Health Services","1","House of Commons","To ask the Secretary of State for Health and Social Care, what steps his Department plans to take to improve mental health provision for farmers.","false","Biography information for Alicia Kearns","http://data.parliament.uk/members/4805","Rutland and Stamford","Alicia Kearns","225"
"http://data.parliament.uk/resources/1721511","Department of Health and Social Care","false","2024-07-23","<p>The recovery of the dementia diagnosis rate to the national ambition of 66.7% is included in the National Health Service’s priorities and operational planning guidance for 2024/25. This provides clear direction for the integrated care boards (ICBs) to support delivery of timely diagnoses.</p><p>The latest dementia diagnosis rate reported by NHS England for the end of June 2024 was 65%. Timely diagnosis of dementia is vital to ensuring that a person with dementia in any local area can access the advice, information, care, and support that can help them to live well with the condition, and remain independent for as long as possible.</p><p>To support recovery of the dementia diagnosis rates and implementation of the Dementia Care Pathway, NHS England has funded an evidence-based improvement project for two trusts in each region, 14 sites in total, to pilot tools to improve the diagnosis of dementia and the provision of support in care homes.</p><p>Additionally, the Dementia Intelligence Network was commissioned to develop a resource for local health systems to support investigation of the underlying variation in dementia diagnosis rates. This work aims to provide context for variation and enable targeted investigation and provision of support at a local level to enhance diagnosis rates.</p>","Aberafan Maesteg","Stephen Kinnock",,"2024-07-23T16:39:54.557Z","http://data.parliament.uk/resources/1721511/answer","Biography information for Stephen Kinnock","http://data.parliament.uk/members/4359","http://data.parliament.uk/resources/1721511/answer",,,"http://data.parliament.uk/resources/1721511/answer",,,,,"17","Health and Social Care","Health and Social Care","2024-07-17","Dementia: Diagnosis","1","House of Commons","To ask the Secretary of State for Health and Social Care, what steps his Department is taking to increase dementia diagnosis rates.","false","Biography information for Alicia Kearns","http://data.parliament.uk/members/4805","Rutland and Stamford","Alicia Kearns","226"
"http://data.parliament.uk/resources/1721512","Home Office","false","2024-07-23","<p>The UK does not tolerate attempts by the authorities of Hong Kong or China, or any other country, to intimidate and silence individuals in the UK. We continually assess potential threats in the UK, and take protection of individuals’ rights, freedoms, and safety in the UK very seriously. This involves taking a proactive approach to countering the most acute forms of state-directed threats to individuals.</p><p>The National Security Act 2023 strengthens our legal powers to counter foreign interference, including those actions which amount to transnational repression, and provides the security services and law enforcement agencies with additional tools to deter, detect, and disrupt modern-day state threats.</p><p>Anyone who thinks they might be a victim should report incidents or suspicious activity to the Police.</p>","Barnsley North","Dan Jarvis",,"2024-07-23T15:55:45.777Z","http://data.parliament.uk/resources/1721512/answer","Biography information for Dan Jarvis","http://data.parliament.uk/members/4243","http://data.parliament.uk/resources/1721512/answer",,,"http://data.parliament.uk/resources/1721512/answer",,,,,"1","Home Office","Home Office","2024-07-17","Intimidation: China","1","House of Commons","To ask the Secretary of State for the Home Department, what steps she is taking with Cabinet colleagues to help protect (a) Hong Kongers, (b) Uyghurs and (c) Chinese dissidents who are resident in the UK from transnational repression by the Chinese Communist Party.","false","Biography information for Alicia Kearns","http://data.parliament.uk/members/4805","Rutland and Stamford","Alicia Kearns","227"
"http://data.parliament.uk/resources/1721519","Foreign, Commonwealth and Development Office","false","2024-07-22","<p>The UK has repeatedly condemned the attack at Banjska and its destabilising effect in the region. The UK has repeatedly urged Serbia's leaders to help bring those responsible to justice and to take action to stop the illegal flow of weapons into Kosovo. The UK has discussed these issues with Kosovan Ministers and officials on a number of occasions. On 18 July, the Foreign Secretary discussed regional stability and reinforced its importance with both President Osmani and President Vucic at the European Political Community Summit.</p>","Cardiff South and Penarth","Stephen Doughty",,"2024-07-22T15:24:00.103Z","http://data.parliament.uk/resources/1721519/answer","Biography information for Stephen Doughty","http://data.parliament.uk/members/4264","http://data.parliament.uk/resources/1721519/answer",,,"http://data.parliament.uk/resources/1721519/answer",,,,,"208","Foreign, Commonwealth and Development Office","Foreign, Commonwealth and Development Office","2024-07-17","Kosovo: Serbia","1","House of Commons","To ask the Secretary of State for Foreign, Commonwealth and Development Affairs, what recent discussions his Department has had with the Kosovan authorities on the Banjska attack on Kosovo in September 2023; and whether his Department has received reports on the potential involvement of the state of Serbia in that attack.","false","Biography information for Alicia Kearns","http://data.parliament.uk/members/4805","Rutland and Stamford","Alicia Kearns","234"
"http://data.parliament.uk/resources/1721527","Department for Work and Pensions","false","2024-07-22","<p>Income, including income from assets as well as earned income, needs to be declared to the UK tax authorities and subject to UK tax in order to be included in the maintenance calculation.</p><p> </p><p>The Government is now considering next steps on the child maintenance service.</p><p> </p>","Stretford and Urmston","Andrew Western",,"2024-07-22T12:34:00.82Z","http://data.parliament.uk/resources/1721527/answer","Biography information for Andrew Western","http://data.parliament.uk/members/4979","http://data.parliament.uk/resources/1721527/answer",,,"http://data.parliament.uk/resources/1721527/answer",,,,,"29","Work and Pensions","Work and Pensions","2024-07-17","Children: Maintenance","1","House of Commons","To ask the Secretary of State for Work and Pensions, whether she plans to review the Child Maintenance Service's treatment of income from foreign assets held by paying parents.","false","Biography information for Sarah Green","http://data.parliament.uk/members/4918","Chesham and Amersham","Sarah Green","242"
"http://data.parliament.uk/resources/1721528","Department for Work and Pensions","false","2024-07-22","<p>A principle of child maintenance is to increase levels of cooperation between separated parents and encourage parents to meet their responsibilities to provide their children with financial support. Where a family-based child maintenance arrangement is not suitable the Child Maintenance Service offers a statutory scheme for those parents who need it.</p><p> </p><p>The Government is dedicated to ensuring parents meet their obligations to children and the Child Maintenance Service will do everything within its powers to make sure parents comply. Where parents fail to pay their child maintenance, the Service will not hesitate to use its enforcement powers, including deductions from earnings orders, removal of driving licences, disqualification from holding a passport, and committal to prison. The Service is committed to using these powers fairly and in the best interests of children and separated families.</p><p> </p><p>Statistics on child maintenance arrangements and collections are part of the CMS quarterly statistics published on gov.uk in tables 4, 5 and 6 of the National Tables. The below information is from the latest publication for data up to March 2024.</p><p> </p><ul><li>In the 12 months up to March 2024 the child maintenance service arranged £1.4 billion child maintenance, an increase from £1.2 billion during the previous 12 months.</li><li>61% of all CMS arrangements use Direct Pay, with 37% using Collect and Pay and just over one billion pounds was arranged through the Direct Pay service in the last 12 months (we do not measure the compliance of Paying Parents on the Direct Pay service).</li><li>Since March 2023, the percentage of parents paying something towards their maintenance through collect &amp; pay has increased to 69% from 65%.</li><li>In the period April 2023 to March 2024 £316.8 million was arranged through the Collect &amp; Pay service:</li></ul><p>o £224.9 million was paid</p><p>o £91.9 million was unpaid</p><p> </p><p> </p><p> </p><p> </p><p> </p><p> </p>","Stretford and Urmston","Andrew Western",,"2024-07-22T12:47:00.09Z","http://data.parliament.uk/resources/1721528/answer","Biography information for Andrew Western","http://data.parliament.uk/members/4979","http://data.parliament.uk/resources/1721528/answer",,,"http://data.parliament.uk/resources/1721528/answer",,,,,"29","Work and Pensions","Work and Pensions","2024-07-17","Children: Maintenance","1","House of Commons","To ask the Secretary of State for Work and Pensions, what assessment she has made of the effectiveness of the Child Maintenance Service in securing maintenance from paying parents.","false","Biography information for Sarah Green","http://data.parliament.uk/members/4918","Chesham and Amersham","Sarah Green","243"
"http://data.parliament.uk/resources/1721529","Department of Health and Social Care","false","2024-07-23","<p>The Government plans to tackle the challenges patients face when trying to access National Health Service dental care with a rescue plan to provide 700,000 more urgent dental appointments, and by recruiting new dentists to areas that need them most.</p><p>To rebuild dentistry in the long term and increase access to NHS dental care, the Government will reform the dental contract, with a shift to focus on prevention and the retention of NHS dentists. The Cornwall and Isles of Scilly Integrated Care Board (ICB) has a number of measures in place to increase access to NHS dental appointments, including:</p><p>- commissioning over 356 additional urgent dental care appointments each week across the South West, with 45 of these weekly appointments available in Cornwall;</p><p>- commissioning additional stabilisation sessions with eight practices, providing 125 appointments each week in Cornwall;</p><p>- setting up a dental helpline to help people access urgent or stabilisation advice; and</p><p>- setting up an innovative access pilot project in Cornwall that supports the most vulnerable to see an NHS dentist.</p>","Aberafan Maesteg","Stephen Kinnock",,"2024-07-23T17:01:53.407Z","http://data.parliament.uk/resources/1721529/answer","Biography information for Stephen Kinnock","http://data.parliament.uk/members/4359","http://data.parliament.uk/resources/1721529/answer",,,"http://data.parliament.uk/resources/1721529/answer",,,,,"17","Health and Social Care","Health and Social Care","2024-07-17","Dental Services: North Cornwall","1","House of Commons","To ask the Secretary of State for Health and Social Care, what steps he plans to take to increase access to NHS dental appointments in North Cornwall constituency.","false","5350","http://data.parliament.uk/members/5350","North Cornwall","Ben Maguire","244"
"http://data.parliament.uk/resources/1721532","Department of Health and Social Care","false","2024-07-23","<p>The Government has committed to training thousands more general practitioners (GPs) across the country, to take the pressure off those currently working in the system, and NHS England has made a number of recruitment and retention schemes available to GPs. In addition, the Government will bring back the family doctor, incentivising GPs to see the same patient, so that ongoing or complex conditions are dealt with effectively.</p><p>NHS England is working with practices in North Cornwall to create greater sustainability and offers a GP retainer scheme, which provides support to those returning to GP work. Practices are also supported with access to the primary care training hub which provides recruitment, development, and retention programmes, a general practice staff bank for Cornwall practices which helps provide short term locum support, and relocation funding that, following a successful application, can assist with recruiting for hard-to-fill roles.</p><p>In May 2024, the latest period for which data is available, there were 60.2 full time equivalent (FTE) doctors in GPs in the North Cornwall constituency, and an average of 5.8 FTE doctors in GPs per 10,000 registered patients.</p>","Aberafan Maesteg","Stephen Kinnock","248 ; 259","2024-07-23T16:54:02.947Z","http://data.parliament.uk/resources/1721532/answer","Biography information for Stephen Kinnock","http://data.parliament.uk/members/4359","http://data.parliament.uk/resources/1721532/answer",,,"http://data.parliament.uk/resources/1721532/answer",,,,,"17","Health and Social Care","Health and Social Care","2024-07-17","General Practitioners: North Cornwall","1","House of Commons","To ask the Secretary of State for Health and Social Care, if he will make an assessment of the adequacy of the GP-to-patient ratio in North Cornwall constituency.","false","5350","http://data.parliament.uk/members/5350","North Cornwall","Ben Maguire","247"
"http://data.parliament.uk/resources/1721533","Department of Health and Social Care","false","2024-07-23","<p>The Government has committed to training thousands more general practitioners (GPs) across the country, to take the pressure off those currently working in the system, and NHS England has made a number of recruitment and retention schemes available to GPs. In addition, the Government will bring back the family doctor, incentivising GPs to see the same patient, so that ongoing or complex conditions are dealt with effectively.</p><p>NHS England is working with practices in North Cornwall to create greater sustainability and offers a GP retainer scheme, which provides support to those returning to GP work. Practices are also supported with access to the primary care training hub which provides recruitment, development, and retention programmes, a general practice staff bank for Cornwall practices which helps provide short term locum support, and relocation funding that, following a successful application, can assist with recruiting for hard-to-fill roles.</p><p>In May 2024, the latest period for which data is available, there were 60.2 full time equivalent (FTE) doctors in GPs in the North Cornwall constituency, and an average of 5.8 FTE doctors in GPs per 10,000 registered patients.</p>","Aberafan Maesteg","Stephen Kinnock","247 ; 259","2024-07-23T16:54:02.993Z","http://data.parliament.uk/resources/1721533/answer","Biography information for Stephen Kinnock","http://data.parliament.uk/members/4359","http://data.parliament.uk/resources/1721533/answer",,,"http://data.parliament.uk/resources/1721533/answer",,,,,"17","Health and Social Care","Health and Social Care","2024-07-17","General Practitioners: North Cornwall","1","House of Commons","To ask the Secretary of State for Health and Social Care, what steps he is taking to (a) recruit and (b) retain General Practitioners in North Cornwall.","false","5350","http://data.parliament.uk/members/5350","North Cornwall","Ben Maguire","248"
"http://data.parliament.uk/resources/1721540","Department for Environment, Food and Rural Affairs","false","2024-07-23","<p>Defra has not issued any current guidance to the Marine Management Organisation (MMO). The MMO follows the Marine and Coastal Access Act 2009 (MCAA) when considering how to engage and consult with local communities affected by marine developments, including seaweed farm applications. The Act requires that there must be publication of notice of an application for a marine licence, in a manner that the MMO considers most likely to bring the proposal to the attention of people with an interest in it. The licensing authority must have regard to any representations which it receives from any person having an interest in the outcome of the application.</p>","Kingston upon Hull West and Haltemprice","Emma Hardy",,"2024-07-23T15:57:19.893Z","http://data.parliament.uk/resources/1721540/answer","Biography information for Emma Hardy","http://data.parliament.uk/members/4645","http://data.parliament.uk/resources/1721540/answer",,,"http://data.parliament.uk/resources/1721540/answer",,,,,"13","Environment, Food and Rural Affairs","Environment, Food and Rural Affairs","2024-07-17","Agriculture: Seaweed","1","House of Commons","To ask the Secretary of State for Environment, Food and Rural Affairs, what guidance his Department issues to the Marine Management Organisation on (a) informing and (b) consulting local communities before determining marine licence applications for seaweed farms.","false","5350","http://data.parliament.uk/members/5350","North Cornwall","Ben Maguire","255"
"http://data.parliament.uk/resources/1721541","Department for Environment, Food and Rural Affairs","false","2024-07-23","<p>The Marine Management Organisation’s (MMO) statutory powers for marine licensing are set out in the Marine and Coastal Access Act 2009 (MCAA). Licensing decisions made by MMO are done so independently of Defra (unless they meet certain criteria which could permit them to be referred to the Defra Secretary of State for determination), therefore, an assessment of these marine licence applications has not been carried out by Defra.</p><p><strong> </strong></p><p>Link to the MMO Framework Document:</p><p><a href="https://www.gov.uk/government/publications/mmo-framework-document/mmo-framework-document" target="_blank">MMO framework document - GOV.UK (www.gov.uk)</a>.</p>","Kingston upon Hull West and Haltemprice","Emma Hardy",,"2024-07-23T15:52:15.047Z","http://data.parliament.uk/resources/1721541/answer","Biography information for Emma Hardy","http://data.parliament.uk/members/4645","http://data.parliament.uk/resources/1721541/answer",,,"http://data.parliament.uk/resources/1721541/answer",,,,,"13","Environment, Food and Rural Affairs","Environment, Food and Rural Affairs","2024-07-17","Agriculture: Seaweed","1","House of Commons","To ask the Secretary of State for Environment, Food and Rural Affairs, whether his Department has made of an assessment the adequacy of public (a) information and (b) consultation by the Marine Management Organisation in relation to marine licence applications (i) MLA/2023/00307 and (ii) MLA/20243/00308 in Port Quin Bay and (iii) MLA/2022/00180 in Port Isaac Bay.","false","5350","http://data.parliament.uk/members/5350","North Cornwall","Ben Maguire","256"
"http://data.parliament.uk/resources/1721544","Department of Health and Social Care","false","2024-07-23","<p>The Government has committed to training thousands more general practitioners (GPs) across the country, to take the pressure off those currently working in the system, and NHS England has made a number of recruitment and retention schemes available to GPs. In addition, the Government will bring back the family doctor, incentivising GPs to see the same patient, so that ongoing or complex conditions are dealt with effectively.</p><p>NHS England is working with practices in North Cornwall to create greater sustainability and offers a GP retainer scheme, which provides support to those returning to GP work. Practices are also supported with access to the primary care training hub which provides recruitment, development, and retention programmes, a general practice staff bank for Cornwall practices which helps provide short term locum support, and relocation funding that, following a successful application, can assist with recruiting for hard-to-fill roles.</p><p>In May 2024, the latest period for which data is available, there were 60.2 full time equivalent (FTE) doctors in GPs in the North Cornwall constituency, and an average of 5.8 FTE doctors in GPs per 10,000 registered patients.</p>","Aberafan Maesteg","Stephen Kinnock","247 ; 248","2024-07-23T16:54:03.04Z","http://data.parliament.uk/resources/1721544/answer","Biography information for Stephen Kinnock","http://data.parliament.uk/members/4359","http://data.parliament.uk/resources/1721544/answer",,,"http://data.parliament.uk/resources/1721544/answer",,,,,"17","Health and Social Care","Health and Social Care","2024-07-17","General Practitioners: North Cornwall","1","House of Commons","To ask the Secretary of State for Health and Social Care, how many full-time equivalent GPs were working in North Cornwall constituency in the latest period for which figures are available.","false","5350","http://data.parliament.uk/members/5350","North Cornwall","Ben Maguire","259"
"http://data.parliament.uk/resources/1721546","Treasury","false","2024-07-22","<p>The Government is committed to breaking down barriers to opportunity, ensuring every child has access to high-quality education, which is why we have made the tough decision to end tax breaks for private schools. This will raise revenue for essential public services, including investing in the state education system.</p><p> </p><p>The Prime Minister has been clear that if a child has an Education, Health and Care Plan that requires them to attend a private school because their needs cannot be met in the state sector, they will not feel an impact from VAT being charged on fees. The Chancellor has also been clear that changes will not come into force until 2025.</p><p> </p><p>Further details on this policy will be set out in due course. The Government engages with a wide range of stakeholders with an interest in Government policy, including VAT, as part of the policy development and implementation process as a matter of course.</p>","Ealing North","James Murray","262 ; 43 ; 588","2024-07-22T13:16:53.353Z","http://data.parliament.uk/resources/1721546/answer","Biography information for James Murray","http://data.parliament.uk/members/4797","http://data.parliament.uk/resources/1721546/answer",,,"http://data.parliament.uk/resources/1721546/answer",,,,,"14","Treasury","Treasury","2024-07-17","Private Education: VAT","1","House of Commons","To ask the Chancellor of the Exchequer, what steps she plans to take to ensure that the needs of children receiving specific provision for SEND within the private school system are taken into account as part of any consultation to introduce VAT on fees.","false","Biography information for Sarah Green","http://data.parliament.uk/members/4918","Chesham and Amersham","Sarah Green","261"
